scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,False,,True,,26.86,9586,1568,0.03964500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,False,,False,,16.11,6722,1195,0.028755000000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97",gpt-4o-2024-11-20,False,,True,,14.1,5886,942,0.024135000000000004,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97 Proper Motion",gpt-4o-2024-11-20,False,,False,,14.96,3954,925,0.019135000000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97 Proper Motion",gpt-4o-2024-11-20,False,,False,,15.5,3795,802,0.017507500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 1.97 Proper Motion",gpt-4o-2024-11-20,False,,True,,21.06,3646,775,0.016865,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 2.03",gpt-4o-2024-11-20,False,,True,,31.74,7742,1422,0.033575,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 2.03",gpt-4o-2024-11-20,False,,True,,14.09,5292,956,0.02279,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"kepler_3rd_law-10.1M, 5.6 M, Modified Gravity 2.03",gpt-4o-2024-11-20,False,,False,,11.51,3748,784,0.017210000000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,False,,False,1.1058373130903527,15.09,8340,928,0.03013,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,False,,False,0.8941641143327711,20.25,10244,1199,0.0376,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,False,,False,0.8053227552245176,15.49,6717,1324,0.030032500000000004,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,False,,False,0.988822633485826,28.31,8686,1328,0.034995000000000005,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,False,,False,0.9821650277393432,10.09,2382,479,0.010745000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,False,,False,0.988822633485826,18.02,4499,924,0.0204875,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,False,,False,0.9372619220768582,20.29,6546,1326,0.029625000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,False,,False,0.9781292820123944,16.7,4667,574,0.0174075,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"linear_drag-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,False,,False,0.978129279725748,33.65,12961,1679,0.0491925,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.15939259117766588,20.7,6439,1167,0.0277675,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.9788736409558773,23.37,4743,846,0.020317500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.9788745905547436,11.92,4600,801,0.019510000000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9875683861718049,18.54,6524,1324,0.029550000000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.265532619080741,26.33,9223,1382,0.0368775,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9875689449546209,22.69,6323,1122,0.027027500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9890232895119156,20.48,6424,1202,0.02808,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9890235142890522,21.85,6074,1048,0.025665,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_largest_star-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.0977054038381695,21.01,6752,1273,0.029610000000000004,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.6770833333216565,7.51,3646,480,0.013915000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.6770833333216565,5.9,2273,330,0.008982500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.6770833333216565,5.74,2281,338,0.0090825,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.8544600938535649,7.46,2282,468,0.010385000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.8544600938535649,6.15,2261,444,0.0100925,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.8544600938535649,7.11,2289,472,0.0104425,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,2.4999999996453153,7.4,2317,463,0.010422500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,2.4999999996453153,9.96,2318,464,0.010435,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_ratio-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,2.4999999996453153,9.62,2312,458,0.010360000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,3.0578740687106114,19.53,7187,1129,0.029257500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.7862888990204826,13.14,3866,769,0.017355000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.990757633368637,9.33,2476,552,0.011710000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.09765606358958147,27.29,7818,1342,0.032965,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9811777781271749,9.38,2607,504,0.011557500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.1455361891766935,18.63,5796,986,0.024350000000000004,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,1.1736380332772771,19.38,7097,1096,0.028702500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9782633229217943,16.61,5617,982,0.023862500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9782633229217943,10.96,2392,494,0.010920000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,2.669477244690981,15.35,5271,958,0.0227575,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.3229765732330875,17.83,5389,951,0.022982500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,4.99208651569837,11.06,2482,584,0.012045,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,2.042916709780453,23.1,9551,1253,0.0364075,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.9695704532294417,12.19,4074,738,0.017565,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.9695704532294417,20.88,6491,952,0.025747500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,False,,False,1.1737357393424561,20.31,9674,1322,0.037405,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,False,,False,0.9782633229234889,12.03,2619,551,0.0120575,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, cgs",gpt-4o-2024-11-20,False,,False,0.9782623458478037,13.91,4052,698,0.01711,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,False,,False,0.0694528690934521,31.05,7259,1320,0.0313475,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,False,,False,0.9875691377125003,22.97,7161,1113,0.029032500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star1-9.6 M, 3.1 M, yrAUMsun",gpt-4o-2024-11-20,False,,False,9.539415740622559,15.59,4245,1005,0.0206625,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,11.933092696834604,23.69,6855,1039,0.027527500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9919170700449129,22.08,8604,1309,0.034600000000000006,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.675624680553154,13.21,2709,533,0.012102500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,5.731266167324936,16.98,5343,856,0.0219175,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9663432096865759,31.61,16194,1928,0.059765,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,2.3593161270227343,7.79,2346,476,0.010625,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,3.7116129480056133,24.19,10499,1483,0.0410775,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,7.7780433580465855,16.73,5305,980,0.023062500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.7851643441961882,12.27,4145,816,0.0185225,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,2.709135659186901,38.18,21775,2631,0.08074750000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.9376199793323631,11.97,3842,692,0.016525,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.16549572832133602,19.47,7842,1281,0.032415,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,1.11260706306506,21.54,6920,1040,0.027700000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.9986796619096715,17.17,5904,1012,0.02488,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"mass_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.5873537958717291,53.08,41388,3345,0.13692000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,7.39,1994,380,0.008785000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,5.91,1993,379,0.0087725,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,5.85,1784,181,0.00627,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,8.87,1990,366,0.008635,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,8.24,1757,157,0.005962500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,4.33,1779,176,0.0062075,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,11.99,2017,383,0.0088725,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,9.34,2004,370,0.00871,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,4.13,1798,185,0.006345000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,True,0.0,7.23,1995,371,0.0086975,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,True,0.0,4.64,1766,156,0.005975000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,True,0.0,4.59,1779,166,0.0061075,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,True,7.827301206654934e-06,14.44,2061,427,0.0094225,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,True,7.827301206654934e-06,4.61,1770,177,0.006195,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,True,7.827301206654934e-06,4.42,1776,183,0.00627,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,4.527372029146837e-06,7.72,2001,387,0.0088725,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,4.527372029146837e-06,4.26,1922,199,0.006795000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,True,4.527372029146837e-06,4.85,1916,193,0.00672,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,9.53,4539,503,0.016377500000000003,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,6.03,2010,400,0.009025000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,True,0.0,4.18,1792,179,0.00627,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,11.39,2003,379,0.008797500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,10.64,1789,186,0.006332500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_acceleration_star2-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,True,0.0,4.34,1789,186,0.006332500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9797440124581651,6.06,2025,408,0.009142500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.979681225679078,9.79,2020,406,0.00911,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9797439321448654,6.58,2070,453,0.009705000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9429254112990428,10.65,2065,441,0.009572500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9429254112990447,5.88,2037,410,0.009192500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.9429254165723333,7.82,2004,380,0.008810000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,1.02280985697873,7.87,2087,453,0.009747500000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,1.026084737934995,8.52,2045,411,0.009222500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,1.02280985697873,10.78,2129,492,0.010242500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.962062735513158,7.6,2057,420,0.0093425,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.962062735513158,7.74,2038,404,0.009135,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion",gpt-4o-2024-11-20,False,,False,0.962062735513158,8.44,2104,473,0.009990000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.943488117965458,9.55,2030,406,0.009135,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.9592245017986059,8.2,2038,411,0.009205000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star1-9.6 M, 3.1 M, Proper Motion2",gpt-4o-2024-11-20,False,,False,0.9434937525938306,8.56,3064,452,0.012180000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.834219459549445,7.33,2165,551,0.010922500000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.834219459549445,3.67,1776,134,0.00578,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,False,,False,0.834219459549445,3.64,1774,132,0.005755000000000001,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.7560581326548825,9.39,4334,567,0.016505000000000002,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
"max_angular_velocity_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,False,,False,0.7774936810460494,7.73,2660,457,0.01122,gpt-4o-2024-11-20_15-01_13_53_58/gpt-4o-2024-11-20_15-01_13_53_58.json
